5.054935,6.036802
6.367805,2.866325
5.560987,4.649636
3.353839,6.222307
5.271224,4.696888
6.990744,3.529925
5.117491,5.177396
5.764812,3.984625
5.358750,4.820574
5.320532,5.002710
4.590734,2.989825
5.394777,4.608931
4.273771,5.465444
3.863808,5.943158
4.002907,5.584967
5.157399,5.771139
5.947036,3.344593
4.844984,3.900105
5.689451,4.641989
4.090381,5.124909
5.360083,4.903438
3.795611,5.958584
5.116351,4.969001
5.049429,4.955284
5.252081,5.271411
5.470581,3.509570
4.496573,5.068388
3.532955,6.465347
5.202690,5.803143
6.198949,4.080870
4.870433,4.096280
6.237261,3.930244
4.646799,5.669860
4.482507,5.889833
4.665132,4.531257
3.374666,6.323824
1.808479,6.913543
3.972785,6.008269
4.157930,6.403768
5.914709,3.841817
4.326936,5.060756
5.763665,4.039203
4.599894,5.684432
6.288787,2.844233
3.635376,6.526108
4.145328,5.858178
5.470618,4.549420
6.589789,3.677466
3.934969,6.425760
5.907504,4.546538
5.533903,4.703492
4.782419,5.156574
4.696422,4.535787
4.970105,5.440107
6.310538,3.992364
5.467391,3.341643
5.964262,2.717763
4.890142,5.888255
5.042197,5.118369
4.016953,6.258629
4.959663,4.499906
6.138356,4.489052
4.103441,5.402648
3.853242,5.996954
4.536867,5.063263
4.082106,5.521680
3.719027,6.212502
6.077162,3.259427
5.687297,5.007020
4.273925,5.671997
4.262183,6.153354
4.518499,4.532436
5.309250,4.830285
4.957434,4.892500
5.621554,3.698929
5.621730,5.624569
6.484325,3.959851
5.611669,5.346380
3.038739,6.965657
4.539870,5.682362
4.512286,5.825971
5.975808,3.265823
3.714955,5.287477
5.957212,4.008671
6.445577,4.414011
5.106005,4.994511
4.793372,4.757862
4.505495,5.138625
4.569725,4.926695
4.713293,5.061641
4.426640,6.711538
5.881622,4.079403
4.872988,5.664479
5.653011,4.319680
5.262678,5.129790
5.293004,4.004938
5.379168,4.227339
4.892035,4.546415
5.177508,4.634029
3.828274,5.519941
-5.324835,4.836079
-5.210650,5.931613
-6.039361,4.643818
-4.807357,6.441258
-6.371281,4.258691
-5.251475,4.955770
-4.661918,5.628898
-3.772994,5.412587
-4.758934,4.169163
-4.931420,4.293064
-6.030705,3.797009
-4.582086,4.500370
-3.289085,6.237706
-2.595595,6.500639
-4.832599,5.030961
-5.360364,4.047865
-4.326162,5.581545
-6.713316,4.595359
-3.649821,6.562649
-5.275912,5.433017
-5.525570,4.239306
-4.227021,4.656626
-6.210765,5.615875
-6.227097,3.967546
-5.506797,5.172769
-4.024563,6.047712
-6.278984,4.693776
-4.966606,4.034066
-4.414559,5.663095
-4.580434,5.563760
-5.300842,5.271410
-4.161152,4.867434
-4.190119,5.149810
-4.896541,3.980023
-6.316321,4.401252
-6.602109,4.267450
-3.331832,5.533280
-5.678924,4.059989
-4.737058,4.561918
-6.298238,3.869599
-4.862228,5.456584
-4.369351,6.032150
-4.198865,5.674560
-4.695198,6.410181
-3.859644,5.793194
-4.971011,4.789150
